sid	school_name	display_name	nickname	alias	almanac_name	stubhub_name	cid	division_cid	location	head_coach	off_coord	def_coord	primary_color	alt_color	sec_color	rss_query	domain	domain_title	ncaawiki_url	official_url	active_state	show_poster	school_id	ncaa_catid	checked_out	checked_out_time	published
687	Georgia College & State	Georgia College & State	Bobcats	georgiacollegestate	Georgia College & State	Georgia College & State	90	NULL	Milledgeville, GA 												0	0	0	51	0	0000-00-00 00:00:00	1
688	Georgia Southwestern State	Georgia Southwestern State	Hurricanes	georgiasouthwesternstate	Georgia Southwestern State	Georgia Southwestern State	90	NULL	Americus, GA												0	0	0	51	0	0000-00-00 00:00:00	1
689	Goldey-Beacom	Goldey-Beacom	Lightning	goldey-beacom	Goldey-Beacom	Goldey-Beacom	105	NULL	Wilmington, DE												0	0	0	51	0	0000-00-00 00:00:00	1
690	Grand Canyon	Grand Canyon	Lopes	grandcanyon	Grand Canyon	Grand Canyon	83	NULL	Phoenix, AZ												0	0	0	51	0	0000-00-00 00:00:00	1
691	Technology Inst. of Hermosillo	Technology Inst. of Hermosillo		technologyinstofhermosillo	Technology Inst. of Hermosillo	Technology Inst. of Hermosillo	0	NULL	Hermosillo, Mexico												0	0	0	105	0	0000-00-00 00:00:00	1
692	Harding	Harding	Bison	harding	Harding	Harding	50	NULL	Searcy, AR												0	0	0	51	0	0000-00-00 00:00:00	1
693	Hawai'i-Pacific	Hawai'i-Pacific	Sea Warriors	hawaiipacific	Hawai'i-Pacific	Hawai'i-Pacific	83	NULL	Honolulu, HI												0	0	0	51	0	0000-00-00 00:00:00	1
694	Holy Family	Holy Family	Tigers	holyfamily	Holy Family	Holy Family	105	NULL	Philadelphia, PA												0	0	0	51	0	0000-00-00 00:00:00	1
695	Incarnate Word	Incarnate Word	Cardinals	universityoftheincarnateword	Incarnate Word	Incarnate Word	93	NULL	San Antonio, TX												0	0	0	51	0	0000-00-00 00:00:00	1
696	Indiana Univ (PA)	Indiana Univ (PA)	Crimson Hawks	indiana-univpa	Indiana Univ (PA)	Indiana Univ (PA)	56	NULL	Indiana, PA												0	0	0	51	0	0000-00-00 00:00:00	1
697	Indianapolis	Indianapolis	Greyhounds	indianapolis	Indianapolis	Indianapolis	87	NULL	Indianapolis, IN												0	0	0	51	0	0000-00-00 00:00:00	1
698	Kutztown	Kutztown	Golden Bears	kutztown	Kutztown	Kutztown	56	NULL	Kutztown, PA												0	0	0	51	0	0000-00-00 00:00:00	1
699	LIU-CW Post	LIU-CW Post	Pioneers	liu-cwpost	LIU-CW Post	LIU-CW Post	54	NULL	Brookville, NY												0	0	0	51	0	0000-00-00 00:00:00	1
700	Lake Erie College	Lake Erie College	Storm	lakeeriecollege	Lake Erie College	Lake Erie College	51	NULL	Painesville,  OH												0	0	0	51	0	0000-00-00 00:00:00	1
701	Lander	Lander	Bearcats	lander	Lander	Lander	90	NULL	Greenwood, SC												0	0	0	51	0	0000-00-00 00:00:00	1
702	Lane	Lane	Dragons	lane	Lane	Lane	59	NULL	Jackson, TN												0	0	0	51	0	0000-00-00 00:00:00	1
703	LeMoyne-Owen	LeMoyne-Owen	Magicians	lemoyne-owen	LeMoyne-Owen	LeMoyne-Owen	59	NULL	Memphis, TN												0	0	0	51	0	0000-00-00 00:00:00	1
704	Lewis	Lewis	Flyers	lewis	Lewis	Lewis	87	NULL	Romeoville, IL												0	0	0	51	0	0000-00-00 00:00:00	1
705	Saint Xavier	Saint Xavier	Cougars	saintxavier	Saint Xavier	Saint Xavier	51	NULL	Chicago, IL												0	0	0	61	0	0000-00-00 00:00:00	1
706	Limestone	Limestone	Saints	limestone	Limestone	Limestone	89	NULL	Gaffney, NC												0	0	0	51	0	0000-00-00 00:00:00	1
707	Lincoln (PA)	Lincoln (PA)	Lions	lincolnpa	Lincoln (PA)	Lincoln (PA)	47	NULL	Lincoln University, PA												0	0	0	51	0	0000-00-00 00:00:00	1
708	Lynn	Lynn	Fighting Knights	lynn	Lynn	Lynn	108	NULL	Boca Raton, FL												0	0	0	51	0	0000-00-00 00:00:00	1
709	Mansfield	Mansfield	Mountaineers	mansfield	Mansfield	Mansfield	56	NULL	Mansfield PA												0	0	0	51	0	0000-00-00 00:00:00	1
710	Mercy College	Mercy College	Mavericks	mercycollege	Mercy College	Mercy College	95	NULL	Dobbs Ferry NY												0	0	0	51	0	0000-00-00 00:00:00	1
711	Metropolitan State	Metro State	Roadrunners	metropolitanstate	Metropolitan State	Metropolitan State	57	NULL	Denver, CO												0	0	0	51	0	0000-00-00 00:00:00	1
712	Midwestern State	Midwestern State	Mustangs	midwesternstate	Midwestern State	Midwestern State	52	NULL	Wichita Falls, TX												0	0	0	51	0	0000-00-00 00:00:00	1
713	Millersville	Millersville	Marauders	millersville	Millersville	Millersville	56	NULL	Millersville, PA												0	0	0	51	0	0000-00-00 00:00:00	1
714	Minnesota-Crookston	Minnesota-Crookston	Golden Eagles	minnesota-crookston	Minnesota-Crookston	Minnesota-Crookston	55	NULL	Crookston, MN 												0	0	0	51	0	0000-00-00 00:00:00	1
715	Missouri-St. Louis	Missouri-St. Louis	Tritons	missouri-stlouis	Missouri-St. Louis	Missouri-St. Louis	87	NULL	St. Louis, MMO												0	0	0	51	0	0000-00-00 00:00:00	1
716	Missouri Southern	Missouri Southern	Lions	missourisouthern	Missouri Southern	Missouri Southern	53	NULL	Joplin, MO												0	0	0	51	0	0000-00-00 00:00:00	1
717	Missouri Western	Missouri Western	Griffons	missouriwestern	Missouri Western	Missouri Western	53	NULL	St. Joseph, MO												0	0	0	51	0	0000-00-00 00:00:00	1
718	Molloy	Molloy	Lions	molloy	Molloy	Molloy	95	NULL	Rockville Centre, NY												0	0	0	51	0	0000-00-00 00:00:00	1
719	Nebraska-Kearney	Nebraska-Kearney	Loopers	nebraska-kearney	Nebraska-Kearney	Nebraska-Kearney	57	NULL	Kearney, NE												0	0	0	51	0	0000-00-00 00:00:00	1
720	New Haven	New Haven	Chargers	newhaven	New Haven	New Haven	54	NULL	West Haven, CT												0	0	0	51	0	0000-00-00 00:00:00	1
721	Newman	Newman	Jets	newman	Newman	Newman	93	NULL	Wichita, KS												0	0	0	51	0	0000-00-00 00:00:00	1
722	North Alabama	North Alabama	Lions	northalabama	North Alabama	North Alabama	50	NULL	Florence, AL												0	0	0	51	0	0000-00-00 00:00:00	1
723	North Georgia College & State	North Georgia College & State	Saints	northgeorgiacollegestate	North Georgia College & State	North Georgia College & State	90	NULL	Dahlonega, GA												0	0	0	51	0	0000-00-00 00:00:00	1
724	Northeastern State	Northeastern State	Riverhawks	northeasternstate	Northeastern St.	Northeastern State	52	NULL	Tahlequah, OK												0	0	0	51	0	0000-00-00 00:00:00	1
725	Northern State	Northern State	Wolves	northernstate	Northern St.	Northern State	55	NULL	Aberdeen, SD												0	0	0	51	0	0000-00-00 00:00:00	1
726	Northwest Missouri State	NW Missouri State	Bearcats	northwestmissouristate	Northwest Missouri St.	Northwest Missouri State	53	NULL	Maryville, MO												0	0	0	51	0	0000-00-00 00:00:00	1
727	Oklahoma Panhandle State	Oklahoma Panhandle State	Aggies	oklahomapanhandlestate	Oklahoma Panhandle State	Oklahoma Panhandle State	93	NULL	Goodwell, OK												0	0	0	51	0	0000-00-00 00:00:00	1
728	Ouachita Baptist	Ouachita Baptist	Tigers	ouachitabaptist	Ouachita Baptist	Ouachita Baptist	50	NULL	Arkadelphia, AR												0	0	0	51	0	0000-00-00 00:00:00	1
729	Pace	Pace	Setters	pace	Pace	Pace	54	NULL	Pleasantville, NY												0	0	0	51	0	0000-00-00 00:00:00	1
730	Pittsburg State	Pittsburg State	Gorillas	pittsburgstate	Pittsburg State	Pittsburg State	53	NULL	Pittsburg, KS												0	0	0	51	0	0000-00-00 00:00:00	1
731	Post	Post	Eagles	post	Post	Post	105	NULL	Waterbury, CT												0	0	0	51	0	0000-00-00 00:00:00	1
734	Queens (NC)	Queens (NC)	Royals	queensnc	Queens (NC)	Queens (NC)	89	NULL	Charlotte, NC												0	0	0	51	0	0000-00-00 00:00:00	1
735	Athletes in Action	Athletes in Action		athletesinaction	Athletes in Action	Athletes in Action	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
736	Queens College	Queens College	Knights	queenscollege	Queens College	Queens College	95	NULL	Flushing, NY												0	0	0	51	0	0000-00-00 00:00:00	1
738	Saginaw Valley State	Saginaw Valley State	Cardinals	saginawvalleystate	Saginaw Valley State	Saginaw Valley State	48	NULL	University Center, MI												0	0	0	51	0	0000-00-00 00:00:00	1
739	Saint Leo	Saint Leo	Lions	saintleo	Saint Leo	Saint Leo	108	NULL	Saint Leo, FL												0	0	0	51	0	0000-00-00 00:00:00	1
741	Saint Anselm	Saint Anselm	Hawks	saintanselm	Saint Anselm	Saint Anselm	54	NULL	Manchester, NH												0	0	0	51	0	0000-00-00 00:00:00	1
742	Saint Augustine's	Saint Augustine's	Falcons	saintaugustinescollege	Saint Augustine's	Saint Augustine's	47	NULL	Raleigh, NC												0	0	0	51	0	0000-00-00 00:00:00	1
743	St. Edward’s	St. Edward’s	Hilltoppers	stedwards	St. Edward’s	St. Edward’s	93	NULL	Austin, TX												0	0	0	51	0	0000-00-00 00:00:00	1
744	Saint Martin's	Saint Martin's	Saints	saintmartins	Saint Martin's	Saint Martin's	49	NULL	Lacey, WA												0	0	0	51	0	0000-00-00 00:00:00	1
745	Saint Paul’s	Saint Paul’s	Tigers	saintpauls	Saint Paul’s	Saint Paul’s	47	NULL	Lawrenceville, VA												0	0	0	51	0	0000-00-00 00:00:00	1
746	Saint Rose	Saint Rose	Golden Knights	collegeofsaintrose	Saint Rose	Saint Rose	54	NULL	Albany, NY												0	0	0	51	0	0000-00-00 00:00:00	1
747	Saint Thomas Aquinas	Saint Thomas Aquinas	Spartans	saintthomasaquinas	Saint Thomas Aquinas	Saint Thomas Aquinas	95	NULL	Sparkill, NY												0	0	0	51	0	0000-00-00 00:00:00	1
748	Salem International	Salem International	Fighting Tigers	saleminternational	Salem International	Salem International	60	NULL	Salem, WV												0	0	0	51	0	0000-00-00 00:00:00	1
749	San Francisco State	San Francisco State	Gators	sanfranciscostate	San Francisco State	San Francisco State	88	NULL	San Francisco, CA												0	0	0	51	0	0000-00-00 00:00:00	1
750	Shippensburg	Shippensburg	Raiders	shippensburg	Shippensburg	Shippensburg	56	NULL	Shippensburg, PA												0	0	0	51	0	0000-00-00 00:00:00	1
751	USC-Aiken	USC-Aiken	Pacers	uscaiken	USC-Aiken	USC-Aiken	90	NULL	Aiken, SC												0	0	0	51	0	0000-00-00 00:00:00	1
752	Southeastern Oklahoma State	SE Oklahoma State	Savage Storm	southeasternoklahomastate	Southeastern Oklahoma St.	Southeastern Oklahoma State	52	NULL	Durant, OK												0	0	0	51	0	0000-00-00 00:00:00	1
753	Southern Arkansas	Southern Arkansas	Muleriders	southernarkansas	Southern Arkansas	Southern Arkansas	50	NULL	Magnolia, AR												0	0	0	51	0	0000-00-00 00:00:00	1
754	Southern Connecticut State	Southern Connecticut State	Owls	southernconnecticutstate	Southern Connecticut St.	Southern Connecticut State	54	NULL	New Haven, CT												0	0	0	51	0	0000-00-00 00:00:00	1
755	Southern Indiana	Southern Indiana	Screaming Eagles	southernindiana	Southern Indiana	Southern Indiana	87	NULL	Evansville, IN												0	0	0	51	0	0000-00-00 00:00:00	1
756	Southern New Hampshire	Southern New Hampshire	Penmen	southernnewhampshire	Southern New Hampshire	Southern New Hampshire	54	NULL	Manchester, NH												0	0	0	51	0	0000-00-00 00:00:00	1
757	Southwest Minnesota State	Southwest Minnesota State	Mustangs	southwestminnesotastate	Southwest Minnesota State	Southwest Minnesota State	55	NULL	Marshall, MN												0	0	0	51	0	0000-00-00 00:00:00	1
758	Stillman	Stillman	Tigers	stillman	Stillman	Stillman	59	NULL	Tuscaloosa, AL												0	0	0	51	0	0000-00-00 00:00:00	1
759	Tampa	Tampa	Spartans	tampa	Tampa	Tampa	108	NULL	Tampa, FL												0	0	0	51	0	0000-00-00 00:00:00	1
760	Tarleton State	Tarleton State	Texans	tarletonstate	Tarleton State	Tarleton State	52	NULL	Stephenville, TX												0	0	0	51	0	0000-00-00 00:00:00	1
761	Texas A&M International	Texas A&M International	Dust Devils	texasaminternational	Texas A&M International	Texas A&M International	93	NULL	Laredo, TX												0	0	0	51	0	0000-00-00 00:00:00	1
762	Texas Woman’s	Texas Woman’s	Pioneers	texaswomans	Texas Woman’s	Texas Woman’s	52	NULL	Denton, TX												0	0	0	51	0	0000-00-00 00:00:00	1
763	Texas-Permian Basin	UT-Permian Basin	Falcons	texaspermianbasin	UT-Permian Basin	UT-Permian Basin	93	NULL	Odessa, TX												0	0	0	51	0	0000-00-00 00:00:00	1
764	Tiffin	Tiffin	Dragons	tiffin	Tiffin	Tiffin	48	NULL	Tiffin, OH												0	0	0	51	0	0000-00-00 00:00:00	1
765	Truman State	Truman State	Bulldogs	trumanstate	Truman State	Truman State	53	NULL	Kirksville, MO												0	0	0	51	0	0000-00-00 00:00:00	1
766	Univ. of the Sciences Philadelphia	Univ. of the Sciences Philadelphia	Devils	univofthesciencesphiladelphia	Univ. of the Sciences Philadelphia	Univ. of the Sciences Philadelphia	105	NULL	Philadelphia, PA												0	0	0	51	0	0000-00-00 00:00:00	1
767	Valdosta State	Valdosta State	Blazers	valdostastate	Valdosta State	Valdosta State	50	NULL	Valdosta, GA												0	0	0	51	0	0000-00-00 00:00:00	1
768	Wayne State (NE)	Wayne State (NE)	Wildcats	waynestatene	Wayne State College	Wayne State (NE)	55	NULL	Wayne, NE												0	0	0	51	0	0000-00-00 00:00:00	1
769	West Florida	West Florida	Argos	westflorida	West Florida	West Florida	50	NULL	Pensacola, FL 												0	0	0	51	0	0000-00-00 00:00:00	1
770	Wilmington (DE)	Wilmington (DE)	Wildcats	wilmingtonde	Wilmington	Wilmington (DE)	105	NULL	Wilmington, DE												0	0	0	51	0	0000-00-00 00:00:00	1
771	Lincoln Memorial	Lincoln Memorial	Rail Splitters	lincolnmemorial	Lincoln Memorial	Lincoln Memorial	58	NULL	Harrogate, TN												0	0	0	51	0	0000-00-00 00:00:00	1
773	Waldorf	Waldorf	Warriors	waldorf	Waldorf	Waldorf	51	NULL	Forest City, IA												0	0	0	61	0	0000-00-00 00:00:00	1
774	Mayville State	Mayville State	Comets	mayvillestate	Mayville St.	Mayville State	51	NULL	Mayville, ND												0	0	0	61	0	0000-00-00 00:00:00	1
775	Ryerson	Ryerson	Rams	ryerson	Ryerson	Ryerson	51	NULL	Toronto, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
776	Edinboro	Edinboro	Fighting Scots	edinboro	Edinboro	Edinboro	56	NULL	Edinboro, PA												0	0	0	51	0	0000-00-00 00:00:00	1
777	Freed-Hardeman	Freed-Hardeman	Lions	freed-hardeman	Freed-Hardeman	Freed-Hardeman	51	NULL	Henderson, TN												0	0	0	61	0	0000-00-00 00:00:00	1
778	U.S. National Under-18 Team	U.S. National Under-18 Team		usnationalunder18team	U.S. National Under-18 Team	U.S. National Under-18 Team	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
779	Wisconsin-Superior	UW-Superior	Yellow Jackets	wisconsin-superior	Wisconsin-Superior	Wisconsin-Superior	109	NULL	Superior, WI												0	0	0	62	0	0000-00-00 00:00:00	1
780	Calgary	Calgary	Dinos	calgary	Calgary	Calgary	0	NULL	Calgary, Alberta, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
781	Indiana Wesleyan	Indiana Wesleyan	Wildcats	indianawesleyan	Indiana Wesleyan	Indiana Wesleyan	51	NULL	Marion, IN												0	0	0	61	0	0000-00-00 00:00:00	1
782	Indiana Tech	Indiana Tech	Warriors	indianatech	Indiana Tech	Indiana Tech	51	NULL	Ft. Wayne, IN												0	0	0	61	0	0000-00-00 00:00:00	1
783	Acadia	Acadia	Axeman	acadia	Acadia	Acadia	51	NULL	Wolfville, Nova Scotia, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
784	Toronto	Toronto	Varsity Blues	toronto	Toronto	Toronto	51	NULL	Toronto, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
785	New Brunswick	New Brunswick	Varisty Reds	newbrunswick	New Brunswick	New Brunswick	51	NULL	New Brunswick, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
786	SAIT Polytechnic	SAIT Polytechnic	Trojans	saitpolytechnic	SAIT Polytechnic	SAIT Polytechnic	51	NULL	Calgary, Alberta, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
787	Lethbridge	Lethbridge	Pronghorns	lethbridge	Lethbridge	Lethbridge	51	NULL	Lethbridge, Alberta, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
788	Louisiana College	Louisiana College	Wildcats	louisianacollege	Louisiana College	Louisiana College	51	NULL	Pineville, FL												0	0	0	62	0	0000-00-00 00:00:00	1
789	Mobile	Mobile	Rams	universityofmobile	Mobile	Mobile	51	NULL	Mobile, AL												0	0	0	62	0	0000-00-00 00:00:00	1
790	Windsor	Windsor	Lancers	windsor	Windsor	Windsor	51	NULL	Windsor, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
791	Southern-New Orleans	Southern-New Orleans	Knights	southernuniversity-neworleans	Southern-New Orleans	Southern-New Orleans	51	NULL	New Orleans, LA												0	0	0	61	0	0000-00-00 00:00:00	1
792	Pikeville	Pikeville	Bears	pikeville	Pikeville	Pikeville	51	NULL	Pikeville, KY												0	0	0	61	0	0000-00-00 00:00:00	1
793	Kentucky Christian	Kentucky Christian	Knights	kentuckychristian	Kentucky Christian	Kentucky Christian	51	NULL	Grayson, KY												0	0	0	61	0	0000-00-00 00:00:00	1
794	Southwestern Assemblies of God	SW Assemblies of God	Lions	southwesternassembliesofgod	SW Assemblies of God	Southwestern Assemblies of God	51	NULL	Waxahachie, TX 												0	0	0	61	0	0000-00-00 00:00:00	1
795	Lynchburg	Lynchburg	Hornets	lynchburg	Lynchburg	Lynchburg	51	NULL	Lynchburg, VA												0	0	0	62	0	0000-00-00 00:00:00	1
796	Roanoke	Roanoke	Maroons	roanokecollege	Roanoke	Roanoke	51	NULL	Salem, VA												0	0	0	62	0	0000-00-00 00:00:00	1
797	Manitoba	Manitoba	Bison	manitoba	Manitoba	Manitoba	51	NULL	Winnipeg, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
798	U.S. National Under-20 Team	U.S. National Under-20 Team		usnationalunder20team	U.S. National Under-20 Team	U.S. National Under-20 Team	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
799	York	York	Red Lions	york	York	York	0	NULL	Toronto, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
800	Arkansas-Fort Smith	Arkansas-Fort Smith	Lions	arkansas-fortsmith	Arkansas-Fort Smith	Arkansas-Fort Smith	51	NULL	Fort Smith, AR												0	0	0	51	0	0000-00-00 00:00:00	1
801	Hastings	Hastings	Broncos	hastings	Hastings	Hastings	0	NULL	Hastings, NE												0	0	0	61	0	0000-00-00 00:00:00	1
802	McMaster	McMaster	Marauders	mcmaster	McMaster	McMaster	51	NULL	Hamilton, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
803	British Columbia	British Columbia	Thunderbirds	britishcolumbia	British Columbia	British Columbia	0	NULL	Vancouver, British Columbia, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
804	Newberry	Newberry	Reds	newberry	Newberry	Newberry	58	NULL	Newberry, SC												0	0	0	51	0	0000-00-00 00:00:00	1
805	Ontario Institute of Technology	Ontario Institute of Technology	Ridgebacks	ontarioinstituteoftechnology	Ontario Institute of Technology	Ontario Institute of Technology	0	NULL	Oshawa, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
806	Prince Edward Island	Prince Edward Island	Panthers	princeedwardisland	Prince Edward Island	Prince Edward Island	0	NULL	Charlottetown, PE, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
807	Morrisville State	Morrisville State	Mustangs	morrisvillestate	Morrisville State	Morrisville State	51	NULL	Morrisville, NY												0	0	0	62	0	0000-00-00 00:00:00	1
808	Asbury	Asbury	Eagles	asbury	Asbury	Asbury	0	NULL	Wilmore, KY												0	0	0	61	0	0000-00-00 00:00:00	1
809	Brescia	Brescia	Bearcats	brescia	Brescia	Brescia	0	NULL	Owensboro, KY												0	0	0	61	0	0000-00-00 00:00:00	1
810	St. Catharine	St. Catharine	Patriots	stcatharine	St. Catharine	St. Catharine	0	NULL	St Catharine, KY												0	0	0	61	0	0000-00-00 00:00:00	1
811	Laval	Laval	Rouge et Or	laval	Laval	Laval	0	NULL	Quebec, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
812	Harris-Stowe	Harris-Stowe	Hornets	harris-stowe	Harris-Stowe	Harris-Stowe	0	NULL	St. Louis, MO												0	0	0	61	0	0000-00-00 00:00:00	1
813	Williams Baptist	Williams Baptist	Eagles	williamsbaptist	Williams Baptist	Williams Baptist	0	NULL	Walnut Ridge, AR												0	0	0	61	0	0000-00-00 00:00:00	1
814	Nipissing	Nipissing	Lakers	nipissing	Nipissing	Nipissing	0	NULL	North Bay, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
815	Guelph	Guelph	Gryphons	guelph	Guelph	Guelph	51	NULL	Guelph, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
816	Fisk	Fisk	Bulldogs	fisk	Fisk	Fisk	51	NULL	Nashville, TN												0	0	0	62	0	0000-00-00 00:00:00	1
817	Trevecca Nazarene	Trevecca Nazarene	Trojans	treveccanazarene	Trevecca Nazarene	Trevecca Nazarene	0	NULL	Nashville, TN												0	0	0	61	0	0000-00-00 00:00:00	1
818	Bluefield	Bluefield	Rams	bluefield	Bluefield	Bluefield	51	NULL	Bluefield, VA												0	0	0	61	0	0000-00-00 00:00:00	1
819	William Carey	William Carey	Crusaders	williamcarey	William Carey	William Carey	0	NULL	Hattiesburg, MS												0	0	0	61	0	0000-00-00 00:00:00	1
820	Michigan-Deerborn	Michigan-Deerborn	Wolves	michigan-deerborn	Michigan-Deerborn	Michigan-Deerborn	0	NULL	Deerborn, MI												0	0	0	61	0	0000-00-00 00:00:00	1
821	Wilfrid Laurier	Wilfrid Laurier	Golden Hawks	wilfridlaurier	Wilfrid Laurier	Wilfrid Laurier	0	NULL	Waterloo, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
822	St. Thomas	St. Thomas	Tommies	stthomas	St. Thomas	St. Thomas	0	NULL	Saint Paul, MN												0	0	0	62	0	0000-00-00 00:00:00	1
824	St. Gregory’s	St. Gregory’s	Cavaliers	stgregorys	St. Gregory’s	St. Gregory’s	0	NULL	Shawnee, OK												0	0	0	61	0	0000-00-00 00:00:00	1
825	Lyon	Lyon	Scots	lyon	Lyon	Lyon	51	NULL	Batesville, AR												0	0	0	61	0	0000-00-00 00:00:00	1
826	Rochester	Rochester	Warriors	rochestercollege	Rochester	Rochester	0	NULL	Rochester Hills, MI												0	0	0	62	0	0000-00-00 00:00:00	1
827	La Verne	La Verne	Leopards	laverne	La Verne	La Verne	0	NULL	La Verne, CA												0	0	0	62	0	0000-00-00 00:00:00	1
828	Concordia (CA)	Concordia (CA)	Eagles	concordiacalifornia	Concordia	Concordia (CA)	51	NULL	Irvine, CA												0	0	0	61	0	0000-00-00 00:00:00	1
829	Milligan	Milligan	Buffaloes	milligan	Milligan	Milligan	0	NULL	Milligan College, TN												0	0	0	61	0	0000-00-00 00:00:00	1
830	Southern Wesleyan	Southern Wesleyan	Warriors	southernwesleyan	Southern Wesleyan	Southern Wesleyan	0	NULL	Central, SC												0	0	0	61	0	0000-00-00 00:00:00	1
831	Lewis & Clark	Lewis & Clark	Pioneers	lewisclark	Lewis & Clark	Lewis & Clark	51	NULL	Portland, OR												0	0	0	62	0	0000-00-00 00:00:00	1
832	Randolph-Macon	Randolph-Macon	Yellow Jackets	randolph-macon	Randolph-Macon	Randolph-Macon	51	NULL	Ashland, VA												0	0	0	62	0	0000-00-00 00:00:00	1
833	Randolph	Randolph	Wildcats	randolph	Randolph	Randolph	51	NULL	Lynchburg, VA 												0	0	0	62	0	0000-00-00 00:00:00	1
834	Tennessee Wesleyan	Tennessee Wesleyan	Bulldogs	tennesseewesleyan	Tennessee Wesleyan	Tennessee Wesleyan	0	NULL	Athens, TN												0	0	0	61	0	0000-00-00 00:00:00	1
835	Spring Hill	Spring Hill	Badgers	springhill	Spring Hill	Spring Hill	0	NULL	Mobile, AL												0	0	0	61	0	0000-00-00 00:00:00	1
836	Tennessee Temple	Tennessee Temple	Crusaders	tennesseetemple	Tennessee Temple	Tennessee Temple	0	NULL	Chattanooga, TN												0	0	0	61	0	0000-00-00 00:00:00	1
837	Oakland City 	Oakland City	Mighty Oaks	oaklandcity	Oakland City	Oakland City 	51	NULL	Oakland City, IN												0	0	0	51	0	0000-00-00 00:00:00	1
838	Indiana-East	IU East	Red Wolves	iueast	IU East	Indiana-East	51	NULL	Richmond, IN												0	0	0	61	0	0000-00-00 00:00:00	1
839	Indiana-South Bend	IU South Bend	Titans	iusouthbend	IU South Bend	Indiana-South Bend	51	NULL	South Bend, IN												0	0	0	61	0	0000-00-00 00:00:00	1
840	Weyland Baptist	Weyland Baptist	Pioneers	weylandbaptist	Weyland Baptist	Weyland Baptist	0	NULL	Plainview, TX												0	0	0	61	0	0000-00-00 00:00:00	1
841	University of the Southwest	University of the Southwest	Mustangs	universityofthesouthwest	University of the Southwest	University of the Southwest	51	NULL	Hobbs, NM												0	0	0	61	0	0000-00-00 00:00:00	1
842	Illinois-Springfield	Illinois-Springfield	Prairie Stars	illinois-springfield	Illinois-Springfield	Illinois-Springfield	87	NULL	Springfield, IL												0	0	0	51	0	0000-00-00 00:00:00	1
843	Ohio Dominican	Ohio Dominican	Panthers	ohiodominican	Ohio Dominican	Ohio Dominican	0	NULL	Columbus, OH												0	0	0	61	0	0000-00-00 00:00:00	1
844	Adrian	Adrian	Bulldogs	adrian	Adrian	Adrian	51	NULL	Adrian, MI												0	0	0	62	0	0000-00-00 00:00:00	1
845	Shawnee State	Shawnee State	Bears	shawneestate	Shawnee State	Shawnee State	0	NULL	Portsmouth, OH												0	0	0	61	0	0000-00-00 00:00:00	1
846	Queens (Canada)	Queens (Canada)	Gales	queenscanada	Queens (Canada)	Queens (Canada)	0	NULL	Kingston, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
847	Marygrove	Marygrove	Mustangs	marygrove	Marygrove	Marygrove	51	NULL	Detroit, MI												0	0	0	61	0	0000-00-00 00:00:00	1
848	Northwestern Oklahoma State	Northwestern Oklahoma State	Rangers	northwesternoklahomastate	Northwestern Oklahoma State	Northwestern Oklahoma State	0	NULL	Alva, OK												0	0	0	61	0	0000-00-00 00:00:00	1
849	Evangel	Evangel	Crusaders	evangel	Evangel	Evangel	0	NULL	Springfield, MO												0	0	0	61	0	0000-00-00 00:00:00	1
850	Simon Fraser	Simon Fraser	Clan	simonfraser	Simon Fraser	Simon Fraser	49	NULL	British Columbia, Canada												0	0	0	51	0	0000-00-00 00:00:00	1
851	Jamestown	Jamestown	Jimmies	jamestowncollege	Jamestown	Jamestown	0	NULL	Jamestown, ND												0	0	0	61	0	0000-00-00 00:00:00	1
852	M.I. Express	M.I. Express		miexpress	M.I. Express	M.I. Express	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
853	John Carroll	John Carroll	Blue Streak	johncarroll	John Carroll	John Carroll	0	NULL	University Heights, OH												0	0	0	62	0	0000-00-00 00:00:00	1
854	Wilmington (OH)	Wilmington (OH)	Quakers	wilmingtonoh	Wilmington	Wilmington (OH)	0	NULL	Wilmington, OH												0	0	0	62	0	0000-00-00 00:00:00	1
