gid         visiting_school_name  host_school_name  visiting_score  host_score  completed   gid       
----------  --------------------  ----------------  --------------  ----------  ----------  ----------
1           villanova             bostoncollege                                 N           1         
9           georgia               clemson                                       N           9         
17          nccu                  duke                                          N           17        
33          elon                  georgiatech                                   N           33        
41          fiu                   maryland                                      N           41        
49          fau                   miami             6               34          Y           49        
57          latech                ncstate                                       N           57        
65          northcarolina         southcarolina     10              27          Y           65        
73          fsu                   pitt                                          N           73        
81          pennstate             syracuse                                      N           81        
89          byu                   virginia                                      N           89        
97          alabama               vatech                                        N           97        
105         presbyterian          wakeforest        7               31          Y           105       
121         ullafayette           arkansas                                      N           121       
129         washingtonstate       auburn                                        N           129       
137         toledo                florida                                       N           137       
150         kentucky              westernkentucky                               N           150       
158         lsu                   tcu                                           N           158       
174         mississippistate      okstate                                       N           174       
182         murraystate           missouri                                      N           182       
196         austinpeay            tennessee                                     N           196       
204         rice                  texasam                                       N           204       
212         olemiss               vanderbilt                                    N           212       
219         wofford               baylor                                        N           219       
227         northerniowa          iowastate                                     N           227       
241         northdakotastate      kansasstate                                   N           241       
249         ulmonroe              oklahoma                                      N           249       
264         newmexicostate        texas                                         N           264       
276         texastech             smu                                           N           276       
283         williammary           westvirginia                                  N           283       
289         southernillinois      illinois                                      N           289       
297         indianastate          indiana                                       N           297       
304         northernillinois      iowa                                          N           304       
311         centralmichigan       michigan                                      N           311       
319         westernmichigan       michiganstate                                 N           319       
327         unlv                  minnesota                                     N           327       
335         wyoming               nebraska                                      N           335       
343         northwestern          cal                                           N           343       
350         buffalo               ohiostate                                     N           350       
365         purdue                cincinnati                                    N           365       
373         umass                 wisconsin                                     N           373       
382         northernarizona       arizona                                       N           382       
401         colorado              coloradostate                                 N           401       
408         nichollsstate         oregon                                        N           408       
414         easternwashington     oregonstate                                   N           414       
428         usc                   hawaii                                        N           428       
436         nevada                ucla                                          N           436       
442         utahstate             utah                                          N           442       
450         boisestate            washington                                    N           450       
464         temple                notredame                                     N           464       
474         ohio                  louisville                                    N           474       
490         towson                connecticut                                   N           490       
495         akron                 ucf                                           N           495       
508         rutgers               fresnostate                                   N           508       
515         mcneesestate          usf                                           N           515       
520         southern              houston                                       N           520       
539         olddominion           eastcarolina                                  N           539       
554         miamiohio             marshall                                      N           554       
561         westerncarolina       middletennessee                               N           561       
566         texasstate            southernmiss                                  N           566       
573         uab                   troy                                          N           573       
584         idaho                 northtexas                                    N           584       
595         jacksonstate          tulane                                        N           595       
602         tulsa                 bowlinggreen                                  N           602       
615         utsa                  newmexico                                     N           615       
631         illinoisstate         ballstate                                     N           631       
647         howard                easternmichigan                               N           647       
652         liberty               kentstate                                     N           652       
gid         visiting_school_name  host_school_name  visiting_score  host_score  completed 
----------  --------------------  ----------------  --------------  ----------  ----------
1           villanova             bostoncollege                                 N         
9           georgia               clemson                                       N         
17          nccu                  duke                                          N         
33          elon                  georgiatech                                   N         
41          fiu                   maryland                                      N         
49          fau                   miami             6               34          Y         
57          latech                ncstate                                       N         
65          northcarolina         southcarolina     10              27          Y         
73          fsu                   pitt                                          N         
81          pennstate             syracuse                                      N         
89          byu                   virginia                                      N         
97          alabama               vatech                                        N         
105         presbyterian          wakeforest        7               31          Y         
121         ullafayette           arkansas                                      N         
129         washingtonstate       auburn                                        N         
137         toledo                florida                                       N         
150         kentucky              westernkentucky                               N         
158         lsu                   tcu                                           N         
174         mississippistate      okstate                                       N         
182         murraystate           missouri                                      N         
196         austinpeay            tennessee                                     N         
204         rice                  texasam                                       N         
212         olemiss               vanderbilt                                    N         
219         wofford               baylor                                        N         
227         northerniowa          iowastate                                     N         
241         northdakotastate      kansasstate                                   N         
249         ulmonroe              oklahoma                                      N         
264         newmexicostate        texas                                         N         
276         texastech             smu                                           N         
283         williammary           westvirginia                                  N         
289         southernillinois      illinois                                      N         
297         indianastate          indiana                                       N         
304         northernillinois      iowa                                          N         
311         centralmichigan       michigan                                      N         
319         westernmichigan       michiganstate                                 N         
327         unlv                  minnesota                                     N         
335         wyoming               nebraska                                      N         
343         northwestern          cal                                           N         
350         buffalo               ohiostate                                     N         
365         purdue                cincinnati                                    N         
373         umass                 wisconsin                                     N         
382         northernarizona       arizona                                       N         
401         colorado              coloradostate                                 N         
408         nichollsstate         oregon                                        N         
414         easternwashington     oregonstate                                   N         
428         usc                   hawaii                                        N         
436         nevada                ucla                                          N         
442         utahstate             utah                                          N         
450         boisestate            washington                                    N         
464         temple                notredame                                     N         
474         ohio                  louisville                                    N         
490         towson                connecticut                                   N         
495         akron                 ucf                                           N         
508         rutgers               fresnostate                                   N         
515         mcneesestate          usf                                           N         
520         southern              houston                                       N         
539         olddominion           eastcarolina                                  N         
554         miamiohio             marshall                                      N         
561         westerncarolina       middletennessee                               N         
566         texasstate            southernmiss                                  N         
573         uab                   troy                                          N         
584         idaho                 northtexas                                    N         
595         jacksonstate          tulane                                        N         
602         tulsa                 bowlinggreen                                  N         
615         utsa                  newmexico                                     N         
631         illinoisstate         ballstate                                     N         
647         howard                easternmichigan                               N         
652         liberty               kentstate                                     N         
